PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2015_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2015,46155,1382282,146366,0,1235916,1360942,557345,379854,41841,381902,12316,7319,5701,4430,3867,44996,18884,76196,20,21,3,11,3,65,23,108,174,109,85,63,56,655,270,1099,1633,1091,957,670,469,6991,2794,11418,8474,4886,3937,3249,3076,31508,14588,54570,1701,1016,596,373,210,4878,996,7575,15,8,4,6,2,53,17,85,299,188,119,58,51,846,196,1341,12,8,1,5,1,33,11,56,8,13,2,6,2,32,12,52,81,54,44,31,22,345,120,546,93,55,41,32,34,310,150,553,863,531,518,332,228,3558,1492,5913,770,560,439,338,241,3433,1302,5505,4268,2449,1975,1640,1476,16003,7314,27585,4206,2437,1962,1609,1600,15505,7274,26985,880,523,309,204,115,2497,522,3899,821,493,287,169,95,2381,474,3676,10,4,3,2,1,26,11,47,5,4,1,4,1,27,6,38,149,88,52,25,28,402,92,643,150,100,67,33,23,444,104,698,231.3075251,263.0597763,212.3053477,262.6132907
2015_FLORIDA,FLORIDA,2015,2743641,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178,1681665,60122,199514,215435,206785,192877,1692825,839773,2592720,140,619,548,762,756,4882,3391,8413,1083,5020,5688,5578,5434,44991,22693,68767,19533,63169,70247,64804,57151,544115,254075,817723,18383,45422,47875,45646,44139,375867,189002,583252,18958,77020,83266,83175,79926,660740,345178,1024876,71,373,410,247,212,2791,1012,3874,1954,7891,7401,6573,5259,59439,24422,85815,75,316,281,393,387,2530,1780,4385,65,303,267,369,369,2352,1611,4028,671,2608,2902,2734,2745,22789,11374,34834,412,2412,2786,2844,2689,22202,11319,33933,11201,32417,36204,33311,28586,280017,129105,420323,8332,30752,34043,31493,28565,264098,124970,397400,10136,23625,24558,23340,22172,192614,95610,298360,8247,21797,23317,22306,21967,183253,93392,284892,11243,39956,42697,43158,40286,340888,175557,527688,7715,37064,40569,40017,39640,319852,169621,497188,42,198,211,116,92,1433,473,1948,29,175,199,131,120,1358,539,1926,1124,4083,3758,3284,2492,30187,11966,43277,830,3808,3643,3289,2767,29252,12456,42538,242.6643209,275.323818,227.188969,247.6534449
2015_GEORGIA,GEORGIA,2015,1717805,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277,1879063,46685,128788,134343,131509,109345,1067899,513865,1628449,80,266,247,263,221,2080,1027,3187,1045,4889,5113,4952,4522,41072,19447,61564,6920,20972,21146,18601,11750,163879,64311,235110,17436,46607,49133,48451,40218,391556,193159,602151,19364,50663,53834,54857,49512,430609,220498,670471,48,149,146,153,137,1188,582,1818,1792,5242,4724,4232,2985,37515,14841,54148,39,147,134,137,92,1121,520,1680,41,119,113,126,129,959,507,1507,611,2485,2598,2483,2264,20976,9784,31371,434,2404,2515,2469,2258,20096,9663,30193,3707,10895,10745,9490,5789,83780,33107,120594,3213,10077,10401,9111,5961,80099,31204,114516,9274,24031,25198,24617,19158,199563,96443,305280,8162,22576,23935,23834,21060,191993,96716,296871,10791,26372,27719,28442,24596,222478,112433,345702,8573,24291,26115,26415,24916,208131,108065,324769,28,72,77,85,66,634,273,935,20,77,69,68,71,554,309,883,986,2663,2369,2102,1407,18886,7359,27231,806,2579,2355,2130,1578,18629,7482,26917,236.4525193,278.7117968,222.0134973,277.1913634
2015_HAWAII,HAWAII,2015,182384,2703683,259390,2381547,62746,2521004,1377713,835930,145560,161801,1586,14860,15196,13129,10741,114924,50219,166729,1,24,30,47,47,290,260,551,369,3206,4027,4508,4453,32565,18764,51698,304,2854,2424,1093,614,15077,3493,18874,39,248,291,281,215,2220,1005,3264,273,1943,1906,1611,1333,15060,6059,21392,321,3678,4133,4515,3248,34690,16540,51551,279,2907,2385,1074,831,15022,4098,19399,1,13,17,23,29,146,142,289,0,11,13,24,18,144,118,262,253,1679,2100,2370,2278,17048,9765,27066,116,1527,1927,2138,2175,15517,8999,24632,209,1548,1205,543,330,7629,1787,9625,95,1306,1219,550,284,7448,1706,9249,26,120,140,141,113,1071,515,1612,13,128,151,140,102,1149,490,1652,197,1026,998,863,691,7939,3111,11247,76,917,908,748,642,7121,2948,10145,232,1855,2210,2330,1651,18103,8576,26911,89,1823,1923,2185,1597,16587,7964,24640,196,1532,1207,578,393,7872,2064,10132,83,1375,1178,496,438,7150,2034,9267,237.8958068,279.340145,215.124313,263.3830014
2015_IDAHO,IDAHO,2015,274131,2167967,232449,1381205,554313,2029520,1130814,663005,108684,75680,2549,20988,22812,22350,20087,182320,86334,271203,32,363,316,327,239,2532,1186,3750,25,200,248,290,265,2125,1223,3373,513,3895,4149,3870,3210,33010,14196,47719,16,177,193,235,268,1743,1040,2799,1910,15753,17237,17029,15631,137891,66560,206361,3,51,62,94,75,548,309,860,50,549,607,505,399,4471,1820,6341,17,178,152,174,132,1276,613,1906,15,185,164,153,107,1256,573,1844,17,98,119,128,139,1012,564,1593,8,102,129,162,126,1113,659,1780,341,1930,2130,1996,1653,16937,7217,24495,172,1965,2019,1874,1557,16073,6979,23224,11,79,103,112,156,873,559,1443,5,98,90,123,112,870,481,1356,1233,8103,8848,8755,7979,71076,34140,106449,677,7650,8389,8274,7652,66815,32420,99912,1,24,31,53,30,290,162,453,2,27,31,41,45,258,147,407,36,278,310,239,202,2295,931,3262,14,271,297,266,197,2176,889,3079,238.7996247,283.7423253,221.6900662,262.2686053
2015_ILLINOIS,ILLINOIS,2015,2047123,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075,2056951,87589,135924,149373,150193,147993,1198970,619292,1905851,172,289,396,412,413,3280,1694,5146,3651,6616,7179,6917,7003,57633,28377,89661,25756,34843,39871,37799,33115,314662,146255,486673,18711,23346,25277,25116,24346,203691,108028,330430,35966,65363,71364,75312,79270,577721,317738,931425,115,133,161,143,145,1244,565,1924,3218,5334,5125,4494,3701,40739,16635,60592,99,150,184,209,217,1682,862,2643,73,139,212,203,196,1598,832,2503,2016,3427,3688,3530,3552,29159,14365,45540,1635,3189,3491,3387,3451,28474,14012,44121,13735,17905,20213,19244,16801,160363,74895,248993,12021,16938,19658,18555,16314,154299,71360,237680,9745,11958,12745,12782,12079,103290,54390,167425,8966,11388,12532,12334,12267,100401,53638,163005,20358,33985,36743,38725,40859,298393,163884,482635,15608,31378,34621,36587,38411,279328,153854,448790,75,79,91,78,70,620,277,972,40,54,70,65,75,624,288,952,1758,2762,2596,2333,1918,20858,8437,31053,1460,2572,2529,2161,1783,19881,8198,29539,237.3078138,281.9685673,222.0222677,257.3504398
2015_INDIANA,INDIANA,2015,1004215,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516,948358,18529,77044,77751,79198,74952,628889,321313,968731,42,127,157,172,212,1262,835,2139,433,1875,1757,1565,1469,13630,6572,20635,2631,9246,9332,8378,6468,73714,30886,107231,3022,9789,9650,9652,8820,78058,38745,119825,11267,51867,52949,55779,55094,430958,231045,673270,22,62,61,50,47,435,192,649,1112,4078,3845,3602,2842,30832,13038,44982,22,62,83,92,110,630,412,1064,20,65,74,80,102,632,423,1075,237,976,885,729,738,6662,3222,10121,196,899,872,836,731,6968,3350,10514,1438,4826,4775,4182,3193,37710,15463,54611,1193,4420,4557,4196,3275,36004,15423,52620,1635,4984,4973,5005,4282,40072,19265,60972,1387,4805,4677,4647,4538,37986,19480,58853,6487,27029,27323,28813,27953,222463,117821,346771,4780,24838,25626,26966,27141,208495,113224,326499,7,29,29,25,26,215,107,329,15,33,32,25,21,220,85,320,611,2118,2016,1829,1390,15653,6582,22846,501,1960,1829,1773,1452,15179,6456,22136,247.6521836,287.1752011,227.2788913,268.5534796
2015_IOWA,IOWA,2015,505311,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267,842674,28971,39218,37030,35965,36387,293017,146808,468796,81,151,117,156,148,1082,590,1753,771,943,831,863,861,6974,3445,11190,2723,4247,4175,3560,3142,31587,13575,47885,1390,2246,2147,1997,1890,16936,8054,26380,22918,29900,28217,28155,29338,224478,116710,364106,52,88,94,92,46,666,273,991,1036,1643,1449,1142,962,11294,4161,16491,38,80,66,76,83,555,298,891,43,71,51,80,65,527,292,862,384,496,414,428,457,3544,1736,5664,387,447,417,435,404,3430,1709,5526,1425,2184,2086,1785,1593,16017,7013,24455,1298,2063,2089,1775,1549,15570,6562,23430,708,1157,1097,1024,1000,8815,4159,13682,682,1089,1050,973,890,8121,3895,12698,11968,15763,14541,14598,15151,115759,60043,187770,10950,14137,13676,13557,14187,108719,56667,176336,24,53,48,49,18,341,151,516,28,35,46,43,28,325,122,475,539,839,764,584,495,5713,2111,8363,497,804,685,558,467,5581,2050,8128,243.3399119,286.41622,223.6293988,266.8067283
2015_KANSAS,KANSAS,2015,496920,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584,963767,18773,36975,36928,35694,33667,293540,141615,453928,149,257,291,367,372,2556,1523,4228,498,1025,1037,971,939,8117,3812,12427,4358,7300,7387,6603,5401,57794,24554,86706,1168,2580,2660,2568,2259,20822,9782,31772,11690,23866,23512,23369,23195,188541,95411,295642,29,69,67,62,53,535,211,775,881,1878,1974,1754,1448,15175,6322,22378,75,135,157,185,196,1298,783,2156,74,122,134,182,176,1258,740,2072,275,537,528,483,448,4110,1861,6246,223,488,509,488,491,4007,1951,6181,2322,3780,3831,3384,2770,29530,12727,44579,2036,3520,3556,3219,2631,28264,11827,42127,648,1333,1379,1334,1159,10748,4996,16392,520,1247,1281,1234,1100,10074,4786,15380,6623,12307,12001,12025,11867,96942,49337,152902,5067,11559,11511,11344,11328,91599,46074,142740,17,33,40,30,24,288,106,411,12,36,27,32,29,247,105,364,493,978,978,869,719,7631,3166,11290,388,900,996,885,729,7544,3156,11088,241.0672085,283.8710963,221.0898804,268.2534677
2015_KENTUCKY,KENTUCKY,2015,688475,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694,600859,27144,49463,51339,49774,44659,410676,198820,636640,36,53,62,64,64,482,251,769,385,833,870,768,629,6771,2981,10137,2150,3538,3477,2660,1701,26268,9007,37425,3599,4958,5190,5383,4676,42411,21620,67630,19686,37779,39693,39454,36634,319160,160180,499026,31,63,51,36,45,428,185,644,1257,2239,1996,1409,910,15156,4596,21009,17,24,29,36,33,234,133,384,19,29,33,28,31,248,118,385,203,411,418,346,279,3303,1402,4908,182,422,452,422,350,3468,1579,5229,1150,1795,1759,1403,851,13444,4783,19377,1000,1743,1718,1257,850,12824,4224,18048,1923,2566,2664,2788,2265,21683,11004,34610,1676,2392,2526,2595,2411,20728,10616,33020,10877,19838,20633,20387,18406,164256,82206,257339,8809,17941,19060,19067,18228,154904,77974,241687,20,31,16,18,21,216,92,328,11,32,35,18,24,212,93,316,667,1110,999,707,421,7629,2239,10535,590,1129,997,702,489,7527,2357,10474,241.7277619,277.9472601,228.0551683,268.2005963
2015_LOUISIANA,LOUISIANA,2015,661015,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066,780338,28444,53716,54294,52480,41790,437974,198577,664995,197,340,333,384,328,2914,1504,4615,396,792,798,778,803,6391,3369,10156,2171,3936,3338,2690,1594,26843,9645,38659,13736,23427,24192,23676,17699,194152,86616,294504,11037,23609,24269,24146,20945,197423,95038,303498,28,43,55,39,31,390,147,565,879,1569,1309,767,390,9861,2258,12998,89,177,170,203,170,1531,789,2409,108,163,163,181,158,1383,715,2206,208,417,405,396,410,3296,1677,5181,188,375,393,382,393,3095,1692,4975,1091,2028,1749,1325,779,13761,5015,19867,1080,1908,1589,1365,815,13082,4630,18792,6720,12141,12363,12188,8353,99771,43047,149538,7016,11286,11829,11488,9346,94381,43569,144966,5553,12282,12658,12477,10328,102452,48108,156113,5484,11327,11611,11669,10617,94971,46930,147385,15,25,26,20,17,204,76,295,13,18,29,19,14,186,71,270,430,790,660,381,181,4990,1108,6528,449,779,649,386,209,4871,1150,6470,234.2819018,268.4323551,216.1993372,266.7655306
2015_MAINE,MAINE,2015,176176,2739589,183883,1060925,1494781,2596180,1406898,910381,109541,55686,5396,12835,13311,13544,14028,107109,56273,168778,43,120,92,127,107,940,432,1415,37,153,216,189,238,1571,908,2516,98,290,294,262,258,2277,999,3374,225,451,421,422,451,3558,1780,5563,4862,11447,11950,12310,12804,96219,51301,152382,1,12,13,16,17,116,61,178,130,362,325,218,153,2428,792,3350,14,63,56,56,60,503,231,748,29,57,36,71,47,437,201,667,17,77,94,89,109,757,402,1176,20,76,122,100,129,814,506,1340,56,148,142,127,124,1129,487,1672,42,142,152,135,134,1148,512,1702,127,233,207,204,266,1791,954,2872,98,218,214,218,185,1767,826,2691,2469,6025,6232,6295,6597,49708,26609,78786,2393,5422,5718,6015,6207,46511,24692,73596,1,9,8,9,7,55,30,86,0,3,5,7,10,61,31,92,60,179,168,113,72,1205,399,1664,70,183,157,105,81,1223,393,1686,242.2446541,284.875477,223.7286079,267.7729001
2015_MARYLAND,MARYLAND,2015,874108,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104,1050651,31034,64930,66910,63777,58493,530541,253096,814671,185,200,201,166,167,1475,657,2317,1525,3971,4276,4054,3831,33997,15913,51435,6705,11322,10945,8982,6218,84088,33884,124677,12927,21307,22406,21833,20392,178964,89219,281110,8283,24658,25926,25956,25771,206929,103983,319195,40,92,114,84,68,811,295,1146,1369,3380,3042,2702,2046,24277,9145,34791,88,106,103,82,86,743,335,1166,97,94,98,84,81,732,322,1151,891,2062,2227,2034,1882,17418,8009,26318,634,1909,2049,2020,1949,16579,7904,25117,3526,5740,5665,4633,3110,43160,17834,64520,3179,5582,5280,4349,3108,40928,16050,60157,6757,10999,11367,11134,9960,91548,45311,143616,6170,10308,11039,10699,10432,87416,43908,137494,4621,12646,13453,13398,13167,106332,53260,164213,3662,12012,12473,12558,12604,100597,50723,154982,21,55,67,50,36,434,149,604,19,37,47,34,32,377,146,542,734,1751,1530,1325,960,12298,4514,17546,635,1629,1512,1377,1086,11979,4631,17245,239.4997509,283.1490341,222.9441896,255.4694178
2015_MASSACHUSETTS,MASSACHUSETTS,2015,916130,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880,1034539,29297,66142,70892,72176,70997,571237,294897,895431,75,140,145,147,177,1294,690,2059,2157,4526,4683,4505,4186,37694,17435,57286,6001,13616,14081,12391,10252,109287,49164,164452,2703,5656,6057,6257,6413,48987,26743,78433,17194,39337,43379,46839,48387,353439,193327,563960,29,44,63,74,64,535,288,852,1138,2823,2484,1963,1518,20001,7250,28389,41,69,70,68,93,638,358,1037,34,71,75,79,84,656,332,1022,1165,2390,2390,2207,2095,19067,8689,28921,992,2136,2293,2298,2091,18627,8746,28365,3384,7005,7226,6221,5255,55980,25496,84860,2617,6611,6855,6170,4997,53307,23668,79592,1520,2922,3097,3195,3229,25315,13636,40471,1183,2734,2960,3062,3184,23672,13107,37962,9823,20392,22366,24090,24564,181922,98416,290161,7371,18945,21013,22749,23823,171517,94911,273799,12,29,24,37,25,269,140,421,17,15,39,37,39,266,148,431,664,1462,1252,970,717,10088,3559,14311,474,1361,1232,993,801,9913,3691,14078,250.5657778,296.9085714,235.2754234,268.3912363
2015_MICHIGAN,MICHIGAN,2015,1345009,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874,967476,48961,113090,111267,113640,114700,887682,482540,1419183,256,671,726,792,830,5759,3571,9586,976,3548,3600,3648,3703,28796,14844,44616,4737,9240,8701,8042,6580,68728,30747,104212,12708,20481,20435,19586,18263,160771,84683,258162,28105,73943,73427,78219,82647,590578,335649,954332,61,111,89,78,98,716,454,1231,2118,5096,4289,3275,2579,32334,12592,47044,141,368,364,395,414,2989,1838,4968,115,303,362,397,416,2770,1733,4618,539,1804,1835,1864,1826,14397,7360,22296,437,1744,1765,1784,1877,14399,7484,22320,2572,4794,4463,4090,3316,35116,15633,53321,2165,4446,4238,3952,3264,33612,15114,50891,6716,10495,10368,9781,9082,82288,42869,131873,5992,9986,10067,9805,9181,78483,41814,126289,15910,38863,37399,40304,42244,304090,171996,491996,12195,35080,36028,37915,40403,286488,163653,462336,40,59,46,35,39,339,221,600,21,52,43,43,59,377,233,631,1148,2643,2175,1677,1239,16425,6227,23800,970,2453,2114,1598,1340,15909,6365,23244,235.7288937,278.1686519,216.3066302,267.9055297
2015_MINNESOTA,MINNESOTA,2015,807044,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322,1328863,15443,63591,65362,63075,69441,519641,265709,800793,385,1000,1040,1137,1107,8784,4315,13484,686,4317,4129,4172,4466,34295,17150,52131,1472,6085,6251,5313,5003,47927,20308,69707,1349,6838,6932,6369,7096,54575,26413,82337,10811,41756,43717,44235,50091,349783,190458,551052,21,49,35,41,49,327,190,538,719,3546,3258,1808,1629,23950,6875,31544,248,514,519,593,576,4481,2257,6986,137,486,521,544,531,4303,2058,6498,470,2267,2137,2168,2283,17392,8603,26465,216,2050,1992,2004,2183,16903,8547,25666,1009,3061,3164,2696,2553,24438,10458,35905,463,3024,3087,2617,2450,23489,9850,33802,922,3508,3636,3315,3630,28091,13506,42519,427,3330,3296,3054,3466,26484,12907,39818,7089,21524,22444,22792,25822,179173,97920,284182,3722,20232,21273,21443,24269,170610,92538,266870,17,20,22,21,25,154,96,267,4,29,13,20,24,173,94,271,478,1852,1623,909,842,12083,3456,16017,241,1694,1635,899,787,11867,3419,15527,249.575847,294.147778,223.35292,274.4975681
2015_MISSISSIPPI,MISSISSIPPI,2015,490189,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117,407791,4867,37573,36092,35922,29561,301491,135375,441733,7,107,96,89,61,720,303,1030,39,390,406,397,323,3048,1509,4596,158,1404,1335,1090,676,11114,3607,14879,3011,17828,17310,17614,14730,147419,67310,217740,1554,16591,16434,16519,13650,134748,61928,198230,3,26,22,18,9,164,42,209,95,1227,489,195,112,4278,676,5049,4,52,52,43,32,371,137,512,3,55,44,46,29,349,166,518,15,200,200,194,167,1525,776,2316,24,190,206,203,156,1523,733,2280,81,706,653,568,362,5713,1916,7710,77,698,682,522,314,5401,1691,7169,1486,9152,8729,8716,7103,74945,33403,109834,1525,8676,8581,8898,7627,72474,33907,107906,786,8749,8279,8472,6779,69086,31314,101186,768,7842,8155,8047,6871,65662,30614,97044,1,9,11,9,3,80,23,104,2,17,11,9,6,84,19,105,47,652,248,94,42,2134,317,2498,48,575,241,101,70,2144,359,2551,234.2430531,270.5804793,214.1106869,264.4967551
2015_MISSOURI,MISSOURI,2015,892779,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166,869078,33360,67126,69134,67126,64475,549399,269349,852108,90,216,256,305,289,2209,1176,3475,750,1274,1329,1316,1258,10663,5102,16515,2120,4276,4490,3897,2900,34091,13556,49767,5795,10938,11217,10717,10134,88960,42742,137497,23174,47182,49149,48952,48466,392694,200305,616173,70,203,170,147,130,1320,551,1941,1361,3037,2523,1792,1298,19462,5917,26740,49,118,136,162,148,1143,576,1768,41,98,120,143,141,1066,600,1707,384,697,649,642,604,5271,2495,8150,366,577,680,674,654,5392,2607,8365,1144,2204,2262,2004,1479,17446,6935,25525,976,2072,2228,1893,1421,16645,6621,24242,3170,5687,5727,5484,5120,45379,21639,70188,2625,5251,5490,5233,5014,43581,21103,67309,13212,24678,25405,25362,24919,202828,102924,318964,9962,22504,23744,23590,23547,189866,97381,297209,41,111,94,77,63,651,274,966,29,92,76,70,67,669,277,975,764,1551,1323,906,637,9878,2948,13590,597,1486,1200,886,661,9584,2969,13150,238.9649225,280.8214257,222.7255168,270.2368178
2015_MONTANA,MONTANA,2015,144447,1804339,214980,851068,738291,1804841,940488,581694,80426,160885,1158,11502,11659,10967,9756,90837,41822,133817,193,1325,1401,1271,831,10771,4227,15191,10,58,98,97,93,731,380,1121,55,515,535,469,387,4229,1701,5985,11,68,107,99,95,756,438,1205,839,9056,9066,8691,8146,71052,34086,105977,6,36,33,26,22,195,101,302,44,444,419,314,182,3103,889,4036,113,668,705,605,454,5452,2208,7773,80,657,696,666,377,5319,2019,7418,7,37,43,44,45,335,168,510,3,21,55,53,48,396,212,611,33,276,295,228,184,2155,884,3072,22,239,240,241,203,2074,817,2913,9,32,45,55,54,391,242,642,2,36,62,44,41,365,196,563,565,4621,4702,4532,4190,36554,17607,54726,274,4435,4364,4159,3956,34498,16479,51251,4,19,23,11,11,106,52,162,2,17,10,15,11,89,49,140,25,227,210,141,87,1549,454,2028,19,217,209,173,95,1554,435,2008,241.2870483,287.4640055,224.7573935,251.9761652
2015_NEBRASKA,NEBRASKA,2015,312281,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067,449287,15665,23374,23366,22656,23549,185325,91650,292640,336,309,323,289,283,2490,1235,4061,431,634,609,540,619,4688,2294,7413,3186,4319,4368,4057,3804,34067,15548,52801,1138,1532,1641,1442,1639,12472,5994,19604,10097,15607,15547,15562,16510,124485,63753,198335,37,25,29,29,35,241,127,405,440,948,849,737,659,6882,2699,10021,199,160,170,138,154,1262,647,2108,137,149,153,151,129,1228,588,1953,225,339,304,268,297,2387,1188,3800,206,295,305,272,322,2301,1106,3613,1709,2230,2253,2091,2016,17451,8141,27301,1477,2089,2115,1966,1788,16616,7407,25500,597,778,807,756,931,6377,3154,10128,541,754,834,686,708,6095,2840,9476,5604,8114,8017,7951,8580,64394,32758,102756,4493,7493,7530,7611,7930,60091,30995,95579,16,12,6,12,15,118,71,205,21,13,23,17,20,123,56,200,259,474,413,351,309,3409,1346,5014,181,474,436,386,350,3473,1353,5007,243.8636669,286.4985635,226.6346109,266.8763518
2015_NEVADA,NEVADA,2015,438948,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388,205794,5554,34495,36474,35802,32122,289732,136906,432192,44,308,364,352,321,2724,1368,4136,154,1466,1816,2112,2128,15007,8937,24098,2259,14749,15455,15073,12609,122738,54868,179865,576,3670,3742,3765,3267,30479,14119,45174,2087,11405,12229,11987,11630,96531,48542,147160,58,431,520,548,468,4140,1862,6060,376,2466,2348,1965,1699,18113,7210,25699,36,161,183,172,164,1364,706,2106,8,147,181,180,157,1360,662,2030,109,731,929,1103,1055,7753,4598,12460,45,735,887,1009,1073,7254,4339,11638,1534,7454,7885,7741,6389,62585,27907,92026,725,7295,7570,7332,6220,60153,26961,87839,386,1871,1921,1970,1748,15698,7384,23468,190,1799,1821,1795,1519,14781,6735,21706,1458,5948,6356,6232,5814,50029,24925,76412,629,5457,5873,5755,5816,46502,23617,70748,36,227,275,275,242,2109,952,3097,22,204,245,273,226,2031,910,2963,261,1262,1178,997,840,9250,3594,13105,115,1204,1170,968,859,8863,3616,12594,233.8270162,275.1718688,214.4255845,269.9567776
